date,PRICE_ONLY,BINANCE_ALL_PERP_COMMON,HYPERLIQUID_ALL_PERP_NATIVE,BINANCE_COMMON_COMPOUNDED_SENSITIVITY,HYPERLIQUID_COMMON_COMPOUNDED_SENSITIVITY
2025-12-20,50829.6050170603,42243.9615221153,33155.5695293717,42243.9615221153,33152.2108770350
2025-12-21,50829.6185539686,42243.9720207573,33155.5778221788,42243.9720207573,33152.2191689857
2025-12-22,50829.6168301860,42243.9700687719,33155.5762733557,42243.9700687719,33152.2176203025
2025-12-23,50829.5654256270,42243.9270247170,33155.5423043774,42243.9270247170,33152.1836547436
2025-12-24,50829.5738434632,42243.9332072291,33155.5470345069,42243.9332072291,33152.1883843618
2025-12-25,50829.5535043457,42243.9155619991,33155.5329819690,42243.9155619991,33152.1743332130
2025-12-26,50829.5601450651,42243.9204202716,33155.5365939242,42243.9204202716,33152.1779447734
2025-12-27,50829.5834610829,42243.9394494255,33155.5510171282,42243.9394494255,33152.1923664820
2025-12-28,50829.5869192189,42243.9417434916,33155.5525447582,42243.9417434916,33152.1938939277
2025-12-29,50829.5542581445,42243.9137709343,33155.5305171697,42243.9137709343,33152.1718685411
2025-12-30,50829.6117041314,42243.9607477406,33155.5672213265,42243.9607477406,33152.2085689470
2025-12-31,50829.5737188647,42243.9289075041,33155.5416584112,42243.9289075041,33152.1830085869
2026-01-01,50829.6282600291,42243.9735117454,33155.5764494141,42243.9735117454,33152.2177960311
2026-01-02,50829.6805008075,42244.0164400710,33155.6100715078,42244.0164400710,33152.2514147035
2026-01-03,50829.7087317034,42244.0395320396,33155.6279268660,42244.0395320396,33152.2692682319
2026-01-04,50829.7486738865,42244.0720690763,33155.6534604280,42244.0720690763,33152.2947991918
2026-01-05,50829.8508649438,42244.1562701352,33155.7195487413,42244.1562701352,33152.3608807876
2026-01-06,50829.8460857657,42244.1521603857,33155.7156864219,42244.1521603857,33152.3570188284
2026-01-07,50829.7440074542,42244.0666746853,33155.6478684182,42244.0666746853,33152.2892076093
2026-01-08,50829.7324001739,42244.0561896069,33155.6395115571,42244.0561896069,33152.2808515604
2026-01-09,50829.7121866226,42244.0392347634,33155.6255409267,42244.0392347634,33152.2668823108
2026-01-10,50829.7061376218,42244.0335557482,33155.6208096669,42244.0335557482,33152.2621514959
2026-01-11,50829.7287125565,42244.0518143849,33155.6347904284,42244.0518143849,33152.2761308102
2026-01-12,50829.7411752378,42244.0618595395,33155.6423747732,42244.0618595395,33152.2837143644
2026-01-13,50829.9222405945,42244.2118229788,33155.7599344611,42244.2118229788,33152.4012621243
2026-01-14,50829.9869409205,42244.2653711340,33155.8015336212,42244.2653711340,33152.4428570466
2026-01-15,50829.9311671152,42244.2189210921,33155.7643674543,42244.2189210921,33152.4056946103
2026-01-16,50829.9289055396,42244.2164686017,33155.7621066845,42244.2164686017,33152.4034340351
2026-01-17,50829.9119669337,42244.2021974300,33155.7502722615,42244.2021974300,33152.3916007766
2026-01-18,50829.8497499823,42244.1498326524,33155.7089033106,42244.1498326524,33152.3502359820
2026-01-19,50829.8050883356,42244.1124509258,33155.6791899872,42244.1124509258,33152.3205256494
2026-01-20,50829.6229247648,42243.9603194822,33155.5609335096,42243.9603194822,33152.2022811051
2026-01-21,50829.6695513615,42243.9984542972,33155.5912272276,42243.9984542972,33152.2325717427
2026-01-22,50829.6742607005,42244.0016714179,33155.5942784654,42244.0016714179,33152.2356226722
2026-01-23,50829.6760801031,42244.0026681065,33155.5959673522,42244.0026681065,33152.2373113713
2026-01-24,50829.6592823343,42243.9882291956,33155.5851204777,42243.9882291956,33152.2264655889
2026-01-25,50829.5443290431,42243.8922155114,33155.5098165128,42243.8922155114,33152.1511692406
2026-01-26,50829.6219914917,42243.9563422351,33155.5600761019,42243.9563422351,33152.2014237274
2026-01-27,50829.6630193522,42243.9898462508,33155.5861607778,42243.9898462508,33152.2275057356
2026-01-28,50829.6652678738,42243.9911731185,33155.5868657898,42243.9911731185,33152.2282106437
2026-01-29,50829.4562382529,42243.8168806918,33155.4498196377,42243.8168806918,33152.0911783472
2026-01-30,50829.4377587804,42243.8013056724,33155.4374386082,42243.8013056724,33152.0787985637
2026-01-31,50829.1747997357,42243.5821017709,33155.2652246171,42243.5821017709,33151.9066019917
2026-02-01,50829.0844148328,42243.5069212584,33155.2056807062,42243.5069212584,33151.8470640920
2026-02-02,50829.1767521431,42243.5839516648,33155.2665698021,42243.5839516648,33151.9079469881
2026-02-03,50829.0254125112,42243.4581890315,33155.1678359508,42243.4581890315,33151.8092231265
2026-02-04,50828.8874304711,42243.3432371256,33155.0771090025,42243.3432371256,33151.7185053397
2026-02-05,50828.3247213428,42242.8754250055,33154.7092986738,42242.8754250055,33151.3507322377
2026-02-06,50828.8141732305,42243.2831628335,33155.0295740407,42243.2831628335,33151.6709749941
2026-02-07,50828.7407527007,42243.2230249614,33154.9827729031,42243.2230249614,33151.6241785149
2026-02-08,50828.8010639497,42243.2735431106,33155.0222880140,42243.2735431106,33151.6636896120
2026-02-09,50828.7900832064,42243.2646010612,33155.0151266270,42243.2646010612,33151.6565289473
2026-02-10,50828.7158660736,42243.2036687550,33154.9664983947,42243.2036687550,33151.6079056360
2026-02-11,50828.6133069961,42243.1187061065,33154.8995104672,42243.1187061065,33151.5409244928
2026-02-12,50828.5648142869,42243.0783913214,33154.8678385485,42243.0783913214,33151.5092557578
2026-02-13,50828.7212019496,42243.2081874188,33154.9694650226,42243.2081874188,33151.6108719258
2026-02-14,50828.7776962291,42243.2550934717,33155.0055609945,42243.2550934717,33151.6469642096
2026-02-15,50828.7207567005,42243.2077307673,33154.9678360696,42243.2077307673,33151.6092430875
2026-02-16,50828.7242471729,42243.2107894675,33154.9697628425,42243.2107894675,33151.6111696583
2026-02-17,50828.6433158333,42243.1430734937,33154.9165075561,42243.1430734937,33151.5579197517
2026-02-18,50828.5813187281,42243.0913255652,33154.8756123415,42243.0913255652,33151.5170286652
2026-02-19,50828.6141003067,42243.1187161138,33154.8963483355,42243.1187161138,33151.5377625345
2026-02-20,50828.6749877286,42243.1691189574,33154.9354664367,42243.1691189574,33151.5768766511
2026-02-21,50828.6723862599,42243.1666174055,33154.9339078250,42243.1666174055,33151.5753181902
2026-02-22,50828.6527486170,42243.1501051348,33154.9210074010,42243.1501051348,33151.5624190611
2026-02-23,50828.4754609367,42243.0027672419,33154.8051105240,42243.0027672419,33151.4465339182
2026-02-24,50828.4383407804,42242.9717725834,33154.7804256641,42242.9717725834,33151.4218515415
2026-02-25,50828.6846142831,42243.1763998166,33154.9409347686,42243.1763998166,33151.5823443790
2026-02-26,50828.6549230415,42243.1516943506,33154.9211911979,42243.1516943506,33151.5626027949
2026-02-27,50828.5589694949,42243.0722743370,33154.8582843678,42243.0722743370,33151.4997023270
2026-02-28,50828.6260755384,42243.1281786032,33154.9026460873,42243.1281786032,33151.5440595146
2026-03-01,50828.5543407533,42243.0683329562,33154.8558561339,42243.0683329562,33151.4972742921
2026-03-02,50828.7407008118,42243.2233261743,33154.9776530692,42243.2233261743,33151.6190588825
2026-03-03,50828.7120026433,42243.1993842860,33154.9585649579,42243.1993842860,33151.5999726888
2026-03-04,50828.9662850246,42243.4106551688,33155.1249652072,42243.4106551688,33151.7663560241
2026-03-05,50828.8681699977,42243.3288223615,33155.0609844485,42243.3288223615,33151.7023817309
2026-03-06,50828.7109329319,42243.1982626886,33154.9578484254,42243.1982626886,33151.5992561337
2026-03-07,50828.6607722774,42243.1565771403,33154.9248107521,42243.1565771403,33151.5662218008
2026-03-08,50828.5836814060,42243.0927906233,33154.8743741839,42243.0927906233,33151.5157903409
2026-03-09,50828.7334301187,42243.2177049172,33154.9722046059,42243.2177049172,33151.6136108218
2026-03-10,50828.8223886862,42243.2916182827,33155.0306185512,42243.2916182827,33151.6720188377
2026-03-11,50828.8363476408,42243.3039576736,33155.0404036286,42243.3039576736,33151.6818028975
2026-03-12,50828.8563347811,42243.3212552133,33155.0542401920,42243.3212552133,33151.6956380165
2026-03-13,50828.8784525542,42243.3396091677,33155.0680777006,42243.3396091677,33151.7094741014
2026-03-14,50828.8944097871,42243.3531785930,33155.0787474039,42243.3531785930,33151.7201427204
2026-03-15,50828.9847902971,42243.4284825412,33155.1377046815,42243.4284825412,33151.7790940241
2026-03-16,50829.0988795692,42243.5229116752,33155.2118112177,42243.5229116752,33151.8531930472
2026-03-17,50829.0465957763,42243.4795767427,33155.1774824786,42243.4795767427,33151.8188677829
2026-03-18,50828.9019654884,42243.3596751147,33155.0830654656,42243.3596751147,33151.7244603336
2026-03-19,50828.8277856425,42243.2981178160,33155.0348933100,42243.2981178160,33151.6762930365
2026-03-20,50828.8611225835,42243.3257852590,33155.0561039865,42243.3257852590,33151.6975015472
2026-03-21,50828.7704513498,42243.2504673280,33154.9968743183,42243.2504673280,33151.6382778779
2026-03-22,50828.7087597163,42243.1995449085,33154.9573848358,42243.1995449085,33151.5987923611
2026-03-23,50828.8890378814,42243.3495317164,33155.0749250423,42243.3495317164,33151.7163206578
2026-03-24,50771.3098218190,42194.5315963573,33116.5021407707,42194.5315963573,33113.1474168294
2026-03-25,50888.3321461741,42291.0705282281,33191.0024826167,42291.0705282281,33187.6401407822
2026-03-26,50513.9923114826,41979.8221031396,32945.7754311813,41979.8221031396,32942.4378984009
2026-03-27,50144.6160445227,41673.6515013319,32703.2058008732,41673.6515013319,32699.8927813086
2026-03-28,50139.8523358466,41671.0712465787,32698.1143367137,41671.0712465787,32694.8017486442
2026-03-29,50082.1788554300,41623.2271066336,32659.1396488606,41623.2271066336,32655.8309577330
2026-03-30,50206.6143147747,41726.5103560479,32741.0960328344,41726.5103560479,32737.7790218577
2026-03-31,50439.7216091334,41920.6442259076,32894.0130457542,41920.6442259076,32890.6805111258
2026-04-01,50413.4468309057,41899.0983958829,32877.6290411742,41899.0983958829,32874.2981538909
2026-04-02,50226.3789398443,41743.8884304251,32757.7967359940,41743.8884304251,32754.4778903336
2026-04-03,50236.1347149773,41752.0905526578,32764.3871464910,41752.0905526578,32761.0676263546
2026-04-04,50288.7217197538,41794.9660716118,32800.0314740827,41794.9660716118,32796.7082967719
2026-04-05,50558.9015959299,42018.8021018856,32979.0890478840,42018.8021018856,32975.7475504980
2026-04-06,50531.3294872420,41994.7452353545,32961.2165062876,41994.7452353545,32957.8767987386
2026-04-07,51204.9380555632,42553.1806688311,33399.8428765174,42553.1806688311,33396.4587075161
2026-04-08,51022.5129685865,42400.0994990466,33278.4290948353,42400.0994990466,33275.0571338796
2026-04-09,51177.1334959785,42528.1941291195,33378.6241036332,42528.1941291195,33375.2419629757
2026-04-10,51428.3249725913,42736.8468015559,33540.3608127709,42736.8468015559,33536.9622024192
2026-04-11,51447.9476138321,42756.4487922261,33549.6694925876,42756.4487922261,33546.2697995890
2026-04-12,50824.9469413297,42240.6654237877,33142.6177887511,42240.6654237877,33139.2593326002
2026-04-13,51839.9361170512,43085.1883509452,33804.1766422608,43085.1883509452,33800.7511260240
2026-04-14,51745.9606780287,43008.7401861875,33745.8569201535,43008.7401861875,33742.4367820733
2026-04-15,51964.2746559622,43194.4828560261,33891.2339083161,43194.4828560261,33887.7989354143
2026-04-16,52074.5247630009,43287.8194962384,33963.6962137978,43287.8194962384,33960.2538776924
2026-04-17,52687.0883766136,43797.9743526529,34365.2272317562,43797.9743526529,34361.7440592517
2026-04-18,52176.3261562117,43378.0078131870,34036.5774503878,43378.0078131870,34033.1273759062
2026-04-19,51473.9295235353,42800.4890681486,33581.0674371464,42800.4890681486,33577.6634551008
2026-04-20,52149.9107013135,43365.0739601022,34022.0678825014,43365.0739601022,34018.6191922041
2026-04-21,52312.1317428721,43503.6994227826,34128.2341483221,43503.6994227826,34124.7746804783
2026-04-22,52913.5478465079,44003.7274088085,34522.6689409525,44003.7274088085,34519.1694249233
2026-04-23,52941.6970420256,44031.6987901837,34538.4979886582,44031.6987901837,34534.9968272963
2026-04-24,52624.3280544164,43771.4584025234,34326.4288313941,43771.4584025234,34322.9489786916
2026-04-25,52697.3390137136,43835.4483132872,34370.3059557000,43835.4483132872,34366.8215505382
2026-04-26,53098.1978562321,44168.7476306679,34630.1887288071,44168.7476306679,34626.6779573149
2026-04-27,52601.6612109052,43759.2380774209,34304.2250107478,43759.2380774209,34300.7472372060
2026-04-28,52201.7733999164,43427.0470866735,34044.6001504233,43427.0470866735,34041.1486531174
2026-04-29,51981.7131580270,43243.4738100186,33902.4075049484,43243.4738100186,33898.9703572238
2026-04-30,52178.4394465199,43409.1149527288,34032.6155373442,43409.1149527288,34029.1651551481
2026-05-01,52835.7069638757,43957.8706684093,34464.1078745197,43957.8706684093,34460.6136586832
2026-05-02,52992.7709637423,44090.4481755331,34566.8458143991,44090.4481755331,34563.3411531591
2026-05-03,52946.4776049980,44051.5357820298,34533.5387023523,44051.5357820298,34530.0373438025
2026-05-04,53388.6155030610,44419.1719952303,34823.2939144681,44419.1719952303,34819.7631184730
2026-05-05,53744.2404443257,44718.0681459138,35053.9108115332,44718.0681459138,35050.3565736837
2026-05-06,53950.2058343826,44894.3850639389,35183.9088023091,44894.3850639389,35180.3412411554
2026-05-07,52984.2946777181,44096.5322373256,34548.2542972338,44096.5322373256,34544.7510079424
2026-05-08,53051.4334649468,44154.2040909004,34586.5168792827,44154.2040909004,34583.0095042671
2026-05-09,53251.2104391994,44320.0092874620,34715.4999361203,44320.0092874620,34711.9794038180
2026-05-10,53880.3912357050,44840.7401854648,35123.2214757396,44840.7401854648,35119.6594608778
2026-05-11,53565.8370329761,44573.1890369229,34915.1371891337,44573.1890369229,34911.5960878011
2026-05-12,53027.8545460119,44122.7746435113,34559.7164269550,44122.7746435113,34556.2112244631
2026-05-13,52561.6972757052,43731.6483194657,34252.6772433443,43731.6483194657,34249.2030973707
2026-05-14,53174.1301532349,44238.6683387713,34652.1122956427,44238.6683387713,34648.5975750287
2026-05-15,52497.7285122477,43676.9749780146,34210.9124265194,43676.9749780146,34207.4424638094
2026-05-16,52163.5304035328,43396.9630434332,33996.2106753492,43396.9630434332,33992.7623152953
2026-05-17,51960.7565311960,43227.2776565083,33863.7574629194,43227.2776565083,33860.3225349266
2026-05-18,51827.7140811177,43114.3783311149,33774.0433922847,43114.3783311149,33770.6174656814
2026-05-19,51770.1523173260,43063.1723718872,33731.5084297636,43063.1723718872,33728.0865979869
2026-05-20,52010.2801480182,43259.0279386332,33882.9199841430,43259.0279386332,33879.4825719303
2026-05-21,52032.3980402893,43274.5016488471,33892.7232215577,43274.5016488471,33889.2846441853
2026-05-22,51252.9233516311,42624.8799073142,33381.4149176953,42624.8799073142,33378.0281177038
2026-05-23,51589.9048368484,42903.3119079330,33601.8384964656,42903.3119079330,33598.4293049161
2026-05-24,51688.0627623683,42980.5419101482,33668.2883182309,42980.5419101482,33664.8723148506
2026-05-25,51769.7772141714,43046.1437276477,33724.1603090703,43046.1437276477,33720.7385573288
2026-05-26,51328.0436885854,42675.2684445598,33438.4292287681,42675.2684445598,33435.0364164605
2026-05-27,50853.6277955983,42275.0450017439,33129.6050933854,42275.0450017439,33126.2435845086
2026-05-28,50584.3360872317,42046.1958385475,32950.6741192135,42046.1958385475,32947.3306458148
2026-05-29,50538.6864491167,42004.4601360458,32918.4841676991,42004.4601360458,32915.1438911316
2026-05-30,50657.7374580652,42100.9291118882,32994.0402863968,42100.9291118882,32990.6922975086
2026-05-31,50598.9207811836,42049.2845779362,32952.1708934586,42049.2845779362,32948.8270150983
2026-06-01,49963.3036863194,41517.6506767810,32534.2424369318,41517.6506767810,32530.9407941518
2026-06-02,48634.7467283896,40409.6516771877,31665.2822828368,40409.6516771877,31662.0686565800
2026-06-03,48102.7140899946,39965.1145570701,31317.0315390514,39965.1145570701,31313.8531926877
2026-06-04,48061.9866597759,39931.0230407183,31289.6721022519,39931.0230407183,31286.4965147853
2026-06-05,47631.7265367901,39573.6311719938,31008.5249965381,39573.6311719938,31005.3779200048
2026-06-06,47604.6285885927,39551.0431703230,30989.9220588962,39551.0431703230,30986.7768434430
2026-06-07,47991.4112541933,39872.3654189617,31239.9705510426,39872.3654189617,31236.7998878207
2026-06-08,47953.7293446017,39840.4859444378,31213.8456153847,39840.4859444378,31210.6775453208
2026-06-09,47745.3914882162,39667.2296296428,31076.7633929207,39667.2296296428,31073.6091854844
2026-06-10,47711.1524649963,39638.8218882098,31053.7079656823,39638.8218882098,31050.5560791043
2026-06-11,48042.7412256240,39913.9495724927,31268.6859721617,39913.9495724927,31265.5122494092
2026-06-12,48035.7236931166,39907.9594421635,31262.8488447114,39907.9594421635,31259.6756679708
2026-06-13,48169.8026126841,40018.8378220903,31348.2186316632,40018.8378220903,31345.0367075118
2026-06-14,48364.4212430912,40181.5340948859,31473.1034714641,40181.5340948859,31469.9087996407
2026-06-15,48451.0007800047,40253.6806498393,31528.1167785483,40253.6806498393,31524.9164723773
2026-06-16,48354.4798140219,40173.5947693407,31464.2037910844,40173.5947693407,31461.0099377706
2026-06-17,48181.0147294014,40030.0689431130,31350.1790117384,40030.0689431130,31346.9966999380
2026-06-18,47946.8097269168,39835.0500785953,31197.6733215251,39835.0500785953,31194.5064829315
2026-06-19,48036.9989115966,39909.1059098817,31254.7282244873,39909.1059098817,31251.5555328366
2026-06-20,48152.2256086738,40003.8309253413,31328.3888655076,40003.8309253413,31325.2086574540
2026-06-21,48002.9713275849,39879.1887485665,31231.3224536366,39879.1887485665,31228.1520771572
2026-06-22,47998.1429279228,39875.1772728373,31228.1808438191,39875.1772728373,31225.0107862460
2026-06-23,47998.1035319860,39875.1444820168,31228.1550183491,39875.1444820168,31224.9849633918
2026-06-24,47998.0517211629,39875.1013690631,31228.1211508634,39875.1013690631,31224.9510993394
2026-06-25,47998.0104742508,39875.0671294024,31228.0944256734,39875.0671294024,31224.9243768605
2026-06-26,47998.0204256926,39875.0750949957,31228.1009758579,39875.0750949957,31224.9309263798
2026-06-27,47998.0181967987,39875.0730268260,31228.0994416273,39875.0730268260,31224.9293923038
2026-06-28,47998.0034233479,39875.0605898578,31228.0897735425,39875.0605898578,31224.9197252004
2026-06-29,47998.0259233859,39875.0789689100,31228.1042334935,39875.0789689100,31224.9341836797
2026-06-30,47997.9726715961,39875.0344382138,31228.0693334876,39875.0344382138,31224.8992872094
2026-07-01,47998.0195033953,39875.0731087643,31228.0995668346,39875.0731087643,31224.9295174794
2026-07-02,47998.0697122744,39875.1145189886,31228.1318503825,39875.1145189886,31224.9617977334
2026-07-03,47998.1023261255,39875.1412264666,31228.1526781960,39875.1412264666,31224.9826234152
2026-07-04,47998.1199064178,39875.1553510273,31228.1637331849,39875.1553510273,31224.9936772651
2026-07-05,47998.1356290381,39875.1679724951,31228.1735795494,39875.1679724951,31225.0035226133
2026-07-06,47998.1477134387,39875.1776235202,31228.1810588435,39875.1776235202,31225.0110011314
2026-07-07,47998.1269404354,39875.1599973759,31228.1671607094,39875.1599973759,31224.9971043914
2026-07-08,47998.0936842113,39875.1321615908,31228.1451408400,39875.1321615908,31224.9750867405
2026-07-09,47998.1232932589,39875.1564714469,31228.1640218831,39875.1564714469,31224.9939658502
2026-07-10,47998.1522052112,39875.1800697248,31228.1824493870,39875.1800697248,31225.0123914667
2026-07-11,47998.1417247861,39875.1711168549,31228.1752477302,39875.1711168549,31225.0051905243
2026-07-12,47998.1405257564,39875.1698184720,31228.1740846624,39875.1698184720,31225.0040275577
2026-07-13,47998.0960582362,39875.1326094693,31228.1447705887,39875.1326094693,31224.9747164430
2026-07-14,47998.1813425306,39875.2031781016,31228.1998763366,39875.2031781016,31225.0298165804
2026-07-15,47998.1726639548,39875.1955695911,31228.1938531034,39875.1955695911,31225.0237939424
2026-07-16,47998.1446043053,39875.1719959911,31228.1752141902,39875.1719959911,31225.0051569046
2026-07-17,47998.1477233875,39875.1743393865,31228.1768605384,39875.1743393865,31225.0068030688
2026-07-18,47998.1754228043,39875.1971333991,31228.1944991500,39875.1971333991,31225.0244398732
2026-07-19,47998.1720430372,39875.1941211048,31228.1919172679,39875.1941211048,31225.0218582364
2026-07-20,47998.1882001157,39875.2072718521,31228.2021748812,39875.2072718521,31225.0321148006
2026-07-21,47998.2273075233,39875.2394965215,31228.2274546812,39875.2394965215,31225.0573920316
2026-07-22,47998.2142870801,39875.2285032429,31228.2186798434,39875.2285032429,31225.0486180743
2026-07-23,47998.1841495377,39875.2033293388,31228.1987874903,39875.2033293388,31225.0287277299
2026-07-24,47998.1552459890,39875.1790136793,31228.1796482785,39875.1790136793,31225.0095904478
2026-07-25,47998.1624350626,39875.1847867897,31228.1839864633,39875.1847867897,31225.0139281790
2026-07-26,47998.1936755588,39875.2104863210,31228.2040552671,39875.2104863210,31225.0339949373
2026-07-27,47998.1443497414,39875.1692206480,31228.1718003012,39875.1692206480,31225.0017432406
2026-07-28,47998.1492472433,39875.1731096593,31228.1746458800,39875.1731096593,31225.0045885172
2026-07-29,47998.1513740132,39875.1744907603,31228.1757551528,39875.1744907603,31225.0056976688
2026-07-30,47998.1757753342,39875.1943587786,31228.1914526581,39875.1943587786,31225.0213935757
2026-07-31,47998.1184656723,39875.1463392997,31228.1539207056,39875.1463392997,31224.9838654263
