symbol,arithmetic_gross_contribution,current_status,ever_eligible_days
MTLUSDT,-0.0142527522,TRADING,39
AUCTIONUSDT,-0.0153681247,TRADING,60
RVNUSDT,-0.0179960887,TRADING,70
AAVEUSDT,-0.0180479785,TRADING,334
LPTUSDT,-0.0201293313,TRADING,53
BNTUSDT,-0.0202371870,TRADING,15
PAXGUSDT,-0.0216260006,TRADING,182
TFUELUSDT,-0.0224369173,TRADING,82
LINAUSDT,-0.0239376029,BREAK,39
SCUSDT,-0.0240714915,TRADING,57
RADUSDT,-0.0314529248,TRADING,11
HIFIUSDT,-0.0391696442,BREAK,29
PEPEUSDT,-0.0397204784,TRADING,325
BONDUSDT,-0.0412928029,BREAK,29
CFXUSDT,-0.0453725102,TRADING,178
FTTUSDT,-0.0471766816,TRADING,151
BLZUSDT,-0.0476542926,BREAK,51
ICXUSDT,-0.0501546018,TRADING,47
RUNEUSDT,-0.0532631043,TRADING,449
BNBUSDT,-0.0551050274,TRADING,643
YGGUSDT,-0.0584542241,TRADING,74
FLMUSDT,-0.0906208489,BREAK,10
BCHUSDT,-0.0967983347,TRADING,299
THETAUSDT,-0.0987349945,TRADING,138
LTCUSDT,-0.1272541897,TRADING,327
ETHUSDT,-0.1900793191,TRADING,532
